#Wave		#Intensity
2188.298828	1055.575073
2186.748047	1150.777344
2185.197266	1115.434326
2183.645508	1056.736572
2182.093750	1046.468140
2180.541992	1077.919556
2178.989258	1097.678345
2177.436523	1052.383301
2175.882813	1058.799194
2174.329102	1050.208984
2172.775391	1019.956970
2171.220703	1041.371460
2169.666016	1067.772827
2168.110352	1107.484497
2166.554688	1098.892090
2164.999023	1048.689209
2163.442383	1091.704590
2161.885742	1016.570618
2160.329102	1114.464355
2158.771484	1075.946411
2157.213867	1082.336426
2155.655273	1088.723267
2154.096680	1080.151001
2152.538086	1091.519165
2150.978516	1026.477173
2149.418945	1044.494751
2147.859375	1035.940918
2146.298828	1057.266724
2144.737305	1005.570435
2143.176758	995.372864
2141.615234	1031.619629
2140.052734	1049.609009
2138.490234	1051.012085
2136.927734	1014.295349
2135.364258	1010.735168
2133.800781	1051.903198
2132.237305	1083.114258
2130.672852	1000.064331
2129.108398	1024.651245
2127.542969	1054.190918
2125.977539	1082.061523
2124.412109	1040.445068
2122.845703	1020.347229
2121.279297	1054.818604
2119.712891	1003.321350
2118.145508	1055.957520
2116.577148	1021.005920
2115.009766	1045.532715
2113.441406	1116.284180
2111.872070	1045.023071
2110.302734	1038.166260
2108.733398	1024.712158
2107.163086	1052.507080
2105.592773	1022.562866
2104.022461	1065.184448
2102.451172	1040.196899
2100.879883	987.204102
2099.307617	1051.222534
2097.735352	1077.322144
2096.163086	1021.064880
2094.589844	1032.340576
2093.016602	1060.071289
2091.442383	1051.583618
2089.868164	1095.748535
2088.293945	1041.199707
2086.718750	1034.366943
2085.143555	1057.130371
2083.567383	1028.929321
2081.991211	1035.250122
2080.415039	1056.353516
2078.837891	1080.731201
2077.260742	1078.824097
2075.682617	1040.801636
2074.104492	999.515259
2072.526367	1078.030151
2070.947266	1046.597290
2069.368164	1015.179626
2067.789063	1032.966187
2066.208984	1067.136108
2064.627930	1047.208008
2063.047852	1009.266907
2061.465820	1015.570801
2059.884766	1052.986206
2058.302734	1047.815430
2056.720703	1054.104858
2055.137695	1032.572144
2053.554688	1086.306030
2051.970703	1014.072021
2050.386719	1033.444580
2048.802734	1039.729126
2047.217773	1039.472900
2045.632813	1011.438843
2044.047852	1061.830566
2042.461914	1002.774048
2040.875000	1048.244507
2039.289063	1087.162842
2037.702148	1029.775391
2036.114258	1075.205078
2034.526367	1060.259033
2032.938477	1015.966492
2031.349609	1067.887085
2029.760742	1069.253052
2028.170898	1023.361145
2026.581055	1067.095215
2024.991211	1104.292480
2023.400391	1100.762573
2021.809570	1045.140137
2020.218750	1056.274170
2018.626953	1085.301147
2017.034180	1060.631348
2015.442383	1094.521484
2013.848633	1017.831665
2012.255859	1064.719604
2010.662109	1015.701965
2009.068359	1015.450134
2007.473633	959.971436
2005.878906	1032.809448
2004.283203	1040.670654
2002.687500	1058.266602
2001.091797	1023.927002
1999.495117	1046.384888
1997.898438	1041.259277
1996.300781	1024.785645
1994.703125	1040.741821
1993.104492	1077.759033
1991.506836	1041.844727
1989.907227	1035.106079
1988.308594	1046.184937
1986.708984	1028.114624
1985.108398	995.485291
1983.507813	1022.748047
1981.907227	1038.672119
1980.305664	988.271912
1978.704102	1036.537598
1977.102539	1037.895874
1975.500000	1048.951050
1973.896484	1058.384644
1972.293945	1056.505127
1970.689453	1062.701782
1969.085938	994.621582
1967.481445	1031.500854
1965.876953	1047.381836
1964.271484	1043.893433
1962.666016	1042.019653
1961.059570	974.028870
1959.453125	1010.866699
1957.845703	1015.449524
1956.239258	1047.424072
1954.630859	1010.108765
1953.023438	1048.510864
1951.415039	1035.366821
1949.805664	1033.497925
1948.196289	991.394714
1946.586914	1026.544556
1944.976563	986.072510
1943.366211	990.650085
1941.754883	1028.989014
1940.143555	1060.879028
1938.532227	1089.538940
1936.919922	1050.707642
1935.307617	1042.413208
1933.694336	1045.363281
1932.081055	1022.625732
1930.467773	1004.714355
1928.853516	1044.576538
1927.239258	1031.480835
1925.624023	1045.655762
1924.008789	1066.236816
1922.392578	1008.262329
1920.776367	1088.136841
1919.160156	1023.777100
1917.542969	1053.953003
1915.925781	1052.086548
1914.307617	998.990662
1912.689453	1000.339905
1911.071289	985.686829
1909.452148	1003.035828
1907.833008	977.193970
1906.212891	1042.504028
1904.592773	1026.256226
1902.971680	1018.006958
1901.350586	1030.532227
1899.729492	1017.493896
1898.107422	1039.594238
1896.485352	1052.104126
1894.862305	1011.935913
1893.239258	1054.764771
1891.616211	1035.354858
1889.992188	1063.801880
1888.368164	1028.454224
1886.743164	1028.194458
1885.118164	1035.903198
1883.492188	1008.555481
1881.866211	1022.636658
1880.240234	1033.525513
1878.613281	1006.198792
1876.986328	1028.227905
1875.358398	1056.610840
1873.730469	1010.208069
1872.101563	1002.000061
1870.472656	1030.367798
1868.843750	1087.335083
1867.213867	1037.792358
1865.583984	1070.895752
1863.953125	994.378113
1862.322266	1014.770935
1860.691406	1043.091553
1859.059570	1042.827148
1857.427734	1002.891357
1855.794922	1021.674438
1854.162109	1021.415222
1852.528320	1081.410645
1850.894531	1057.357422
1849.260742	1053.919312
1847.625977	1012.456360
1845.990234	1032.791626
1844.355469	991.354797
1842.718750	1019.601074
1841.083008	1076.323853
1839.446289	1076.050171
1837.808594	996.675415
1836.171875	1073.921387
1834.533203	1029.374023
1832.895508	1037.016235
1831.255859	1052.556519
1829.617188	1015.948303
1827.977539	1023.587646
1826.336914	1054.911133
1824.697266	1040.433228
1823.055664	1106.461060
1821.415039	1006.765076
1819.772461	1025.439697
1818.130859	1061.453735
1816.488281	1009.148865
1814.845703	1054.606934
1813.202148	1048.033936
1811.557617	1057.219971
1809.914063	1000.243469
1808.269531	996.838562
1806.624023	1040.666748
1804.978516	1023.087158
1803.333008	1057.444580
1801.686523	1047.735352
1800.039063	1041.176514
1798.392578	1047.199829
1796.744141	1075.227539
1795.096680	1082.810425
1793.448242	1069.964233
1791.798828	1036.704346
1790.150391	1070.987061
1788.500000	1036.173828
1786.849609	1048.465088
1785.199219	1059.180664
1783.548828	1051.065674
1781.897461	1090.005249
1780.245117	1014.464355
1778.592773	1056.528198
1776.940430	1060.958862
1775.287109	1021.518127
1773.633789	1068.246460
1771.979492	1063.274658
