zAxis data_
1068.80859375 4577.7353515625
1069.927734375 4650.56787109375
1071.0458984375 4582.1943359375
1072.1650390625 4668.95751953125
1073.283203125 4614.4541015625
1074.4013671875 4525.169921875
1075.51953125 4468.2890625
1076.63671875 4492.515625
1077.75390625 4630.3671875
1078.87109375 4485.34033203125
1079.9873046875 4611.6552734375
1081.1044921875 4564.00732421875
1082.220703125 4565.07373046875
1083.3369140625 4531.3203125
1084.4521484375 4557.919921875
1085.5673828125 4461.44140625
1086.6826171875 4402.08544921875
1087.7978515625 4563.43798828125
1088.912109375 4448.298828125
1090.02734375 4444.68798828125
1091.140625 4359.6943359375
1092.2548828125 4546.7685546875
1093.3681640625 4475.71533203125
1094.4814453125 4390.66796875
1095.5947265625 4466.16650390625
1096.7080078125 4334.5185546875
1097.8203125 4477.56298828125
1098.9326171875 4334.2109375
1100.044921875 4484.3095703125
1101.1572265625 4443.41357421875
1102.2685546875 4423.47314453125
1103.3798828125 4538.7294921875
1104.490234375 4371.9052734375
1105.6015625 4349.6005859375
1106.7119140625 4464.9189453125
1107.822265625 4344.6259765625
1108.9326171875 4331.6337890625
1110.0419921875 4274.28173828125
1111.1513671875 4209.8974609375
1112.2607421875 4208.541015625
1113.3701171875 4260.912109375
1114.478515625 4315.64404296875
1115.5869140625 4283.927734375
1116.6953125 4289.59814453125
1117.802734375 4197.06689453125
1118.9111328125 4293.9306640625
1120.0185546875 4369.78466796875
1121.125 4377.81884765625
1122.232421875 4409.26025390625
1123.3388671875 4234.71484375
1124.4453125 4144.380859375
1125.5517578125 4332.70263671875
1126.6572265625 4319.65234375
1127.7626953125 4297.2236328125
1128.8681640625 4284.158203125
1129.9736328125 4219.5146484375
1131.078125 4293.1787109375
1132.1826171875 4242.578125
1133.287109375 4328.01025390625
1134.3916015625 4364.2080078125
1135.4951171875 4259.60888671875
1136.5986328125 4298.15380859375
1137.7021484375 4238.1015625
1138.8056640625 4295.447265625
1139.908203125 4305.83740234375
1141.0107421875 4273.939453125
1142.11328125 4232.62548828125
1143.21484375 4235.955078125
1144.31640625 4305.12060546875
1145.41796875 4261.43212890625
1146.51953125 4328.2822265625
1147.62109375 4286.9306640625
1148.7216796875 4191.43115234375
1149.822265625 4328.92919921875
1150.921875 4289.90234375
1152.0224609375 4279.11767578125
1153.1220703125 4167.03759765625
1154.2216796875 4285.80615234375
1155.3212890625 4289.15185546875
1156.419921875 4212.35302734375
1157.5185546875 4243.9755859375
1158.6171875 4270.89599609375
1159.7158203125 4229.42138671875
1160.8134765625 4223.318359375
1161.9111328125 4252.61083984375
1163.0087890625 4279.55615234375
1164.10546875 4275.81982421875
1165.203125 4295.69775390625
1166.2998046875 4301.4111328125
1167.3955078125 4302.4013671875
1168.4921875 4187.5947265625
1169.587890625 4287.8359375
1170.68359375 4404.6728515625
1171.779296875 4356.02490234375
1172.875 4342.83447265625
1173.9697265625 4159.291015625
1175.064453125 4228.875
1176.1591796875 4336.3623046875
1177.2529296875 4299.47802734375
1178.3466796875 4397.55810546875
1179.4404296875 4254.0810546875
1180.5341796875 4146.07568359375
1181.626953125 4196.7919921875
1182.7197265625 4209.6064453125
1183.8125 4371.78857421875
1184.9052734375 4363.30615234375
1185.9970703125 4297.89404296875
1187.08984375 4196.8642578125
1188.181640625 4361.5634765625
1189.2724609375 4419.5283203125
1190.3642578125 4133.27734375
1191.455078125 4283.826171875
1192.5458984375 4299.05859375
1193.6357421875 4216.8935546875
1194.7265625 4255.87939453125
1195.81640625 4271.11474609375
1196.90625 4343.4130859375
1197.9951171875 4353.9189453125
1199.083984375 4297.83251953125
1200.173828125 4358.29052734375
1201.26171875 4323.59423828125
1202.3505859375 4400.7451171875
1203.4384765625 4270.81787109375
1204.5263671875 4362.27783203125
1205.6142578125 4432.34423828125
1206.7021484375 4335.68505859375
1207.7890625 4360.50341796875
1208.8759765625 4285.232421875
1209.962890625 4338.65625
1211.048828125 4380.181640625
1212.1357421875 4292.93798828125
1213.2216796875 4317.7724609375
1214.306640625 4407.04150390625
1215.392578125 4312.58251953125
1216.4775390625 4330.2763671875
1217.5625 4250.08203125
1218.6474609375 4339.41552734375
1219.732421875 4361.9033203125
1220.81640625 4334.22509765625
1221.900390625 4201.3798828125
1222.984375 4302.73388671875
1224.0673828125 4243.93994140625
1225.150390625 4187.51025390625
1226.2333984375 4320.025390625
1227.31640625 4407.14111328125
1228.3994140625 4353.10205078125
1229.4814453125 4332.548828125
1230.5634765625 4381.41845703125
1231.6455078125 4401.57275390625
1232.7265625 4361.8525390625
1233.8076171875 4360.4482421875
1234.888671875 4272.77197265625
1235.9697265625 4357.63525390625
1237.0498046875 4281.9052734375
1238.130859375 4263.693359375
1239.2109375 4238.27685546875
1240.2900390625 4191.25634765625
1241.3701171875 4201.8056640625
1242.44921875 4334.77001953125
1243.5283203125 4321.3486328125
1244.607421875 4370.3544921875
1245.685546875 4311.29931640625
1246.763671875 4425.18798828125
1247.841796875 4272.4033203125
1248.919921875 4314.23046875
1249.998046875 4351.267578125
1251.0751953125 4311.37548828125
1252.15234375 4288.30029296875
1253.2294921875 4330.1669921875
1254.3056640625 4388.8955078125
1255.3818359375 4288.80517578125
1256.4580078125 4203.11328125
1257.5341796875 4247.404296875
1258.609375 4388.05029296875
1259.685546875 4410.72216796875
1260.7607421875 4293.6552734375
1261.8349609375 4289.80517578125
1262.91015625 4379.96435546875
1263.984375 4323.08740234375
1265.05859375 4355.41455078125
1266.1328125 4366.04638671875
1267.2060546875 4270.52294921875
1268.279296875 4360.77734375
1269.3525390625 4270.0361328125
1270.42578125 4367.5732421875
1271.4990234375 4296.11083984375
1272.5712890625 4393.697265625
1273.6435546875 4382.607421875
1274.7158203125 4270.01806640625
1275.787109375 4239.5576171875
1276.8583984375 4387.98779296875
1277.9296875 4292.2490234375
1279.0009765625 4300.47119140625
1280.072265625 4381.2744140625
1281.142578125 4312.08642578125
1282.212890625 4264.6494140625
1283.283203125 4403.59912109375
1284.3525390625 4382.79638671875
1285.4228515625 4289.32470703125
1286.4921875 4324.2041015625
1287.560546875 4330.02197265625
1288.6298828125 4350.3837890625
1289.6982421875 4336.81591796875
1290.7666015625 4265.048828125
1291.8349609375 4329.0625
1292.9033203125 4259.6865234375
1293.970703125 4323.72705078125
1295.0380859375 4217.91455078125
1296.10546875 4308.67529296875
1297.1728515625 4227.0908203125
1298.2392578125 4412.60546875
1299.3056640625 4389.3037109375
1300.3720703125 4285.81494140625
1301.4375 4286.77490234375
1302.50390625 4321.76513671875
1303.5693359375 4381.08251953125
1304.634765625 4282.36083984375
1305.69921875 4251.69921875
1306.7646484375 4259.94921875
1307.8291015625 4207.36767578125
1308.8935546875 4330.00634765625
1309.95703125 4270.1123046875
1311.021484375 4173.66552734375
1312.0849609375 4216.00341796875
1313.1484375 4311.955078125
1314.2119140625 4425.005859375
1315.2744140625 4150.58837890625
1316.3369140625 4251.4638671875
1317.3994140625 4225.591796875
1318.4619140625 4202.14697265625
1319.5234375 4244.5546875
1320.5859375 4260.1416015625
1321.6474609375 4326.9853515625
1322.7080078125 4181.48876953125
1323.76953125 4272.75927734375
1324.830078125 4283.48046875
1325.890625 4355.27294921875
1326.951171875 4270.7314453125
1328.0107421875 4291.23291015625
1329.0712890625 4235.97021484375
1330.130859375 4366.490234375
1331.189453125 4267.20166015625
1332.2490234375 4331.74609375
1333.3076171875 4259.31591796875
1334.3662109375 4201.53515625
1335.4248046875 4195.12744140625
1336.4833984375 4144.64990234375
1337.541015625 4042.72827148438
1338.5986328125 4170.9853515625
1339.65625 4265.0029296875
1340.7138671875 4163.03857421875
1341.7705078125 4097.79150390625
1342.8271484375 4076.63916015625
1343.8837890625 4190.3330078125
1344.9404296875 4017.13842773438
1345.99609375 4018.0302734375
1347.0517578125 4163.681640625
1348.107421875 4108.16162109375
1349.1630859375 4042.79760742188
1350.21875 4254.84033203125
1351.2734375 4243.50537109375
1352.328125 4116.7197265625
1353.3828125 4085.69360351563
1354.4365234375 4106.25830078125
1355.490234375 4156.326171875
1356.5439453125 4063.82568359375
1357.59765625 4133.57763671875
1358.6513671875 4159.08837890625
1359.7041015625 4147.70849609375
1360.7568359375 4183.07568359375
1361.8095703125 4179.0791015625
1362.8623046875 4037.2236328125
1363.9140625 4235.09814453125
1364.9658203125 4011.91870117188
1366.017578125 4057.14624023438
1367.0693359375 3996.44555664063
1368.1201171875 4110.693359375
1369.1708984375 4057.37182617188
1370.2216796875 4092.78564453125
1371.2724609375 4130.6806640625
1372.322265625 4094.59375
1373.3720703125 4204.05322265625
1374.421875 4007.56396484375
1375.4716796875 4065.21826171875
1376.521484375 3999.45776367188
1377.5703125 4027.50268554688
1378.619140625 4080.2587890625
1379.66796875 4091.04028320313
1380.7158203125 4091.94213867188
1381.7646484375 4048.3564453125
1382.8125 4039.3603515625
1383.8603515625 4025.41479492188
1384.9072265625 4110.388671875
1385.955078125 3948.02954101563
1387.001953125 4067.66284179688
1388.048828125 4021.537109375
1389.0947265625 4042.22509765625
1390.1416015625 3968.83813476563
1391.1875 4058.86254882813
1392.2333984375 4047.37060546875
1393.279296875 3867.40185546875
1394.32421875 3957.46240234375
1395.369140625 3903.80322265625
1396.4140625 3981.5146484375
1397.458984375 4061.73999023438
1398.50390625 3921.25854492188
1399.5478515625 3847.6962890625
1400.591796875 3932.90649414063
1401.6357421875 3973.47998046875
1402.6796875 3974.35229492188
1403.72265625 3947.91186523438
1404.765625 3933.87719726563
1405.80859375 3964.548828125
1406.8515625 3915.7265625
1407.8935546875 4001.080078125
1408.935546875 3922.41552734375
1409.9775390625 3811.39477539063
1411.01953125 3874.39965820313
1412.0615234375 3840.42602539063
1413.1025390625 3863.658203125
1414.1435546875 3854.55102539063
1415.1845703125 3927.57495117188
1416.224609375 3818.89672851563
1417.265625 3971.62573242188
1418.3056640625 3984.94799804688
1419.345703125 3990.80224609375
1420.384765625 4063.93408203125
1421.4248046875 4019.96313476563
1422.4638671875 3913.65307617188
1423.5029296875 3924.48217773438
1424.541015625 3902.89526367188
1425.580078125 3893.77075195313
1426.6181640625 3904.6015625
1427.65625 3962.85107421875
1428.6943359375 3883.84350585938
1429.7314453125 3899.67138671875
1430.76953125 3910.51147460938
1431.806640625 4048.73754882813
1432.84375 3917.21557617188
1433.8798828125 3963.04833984375
1434.9169921875 4028.89526367188
1435.953125 3917.28051757813
1436.9892578125 3960.64208984375
1438.0244140625 3851.4638671875
1439.060546875 3969.8740234375
1440.095703125 4025.78442382813
1441.130859375 3914.04565429688
1442.166015625 3964.96118164063
1443.2001953125 3965.8251953125
1444.2353515625 3904.08349609375
1445.26953125 3967.55322265625
1446.3037109375 4013.51293945313
1447.3369140625 4034.43359375
1448.37109375 4032.80541992188
1449.404296875 3863.21069335938
1450.4375 3954.3212890625
1451.4697265625 3907.52880859375
1452.5029296875 3923.43041992188
1453.53515625 3929.30200195313
1454.5673828125 3925.13720703125
1455.599609375 3885.8271484375
1456.630859375 3899.22583007813
1457.6630859375 3804.64331054688
1458.6943359375 3760.25659179688
1459.7255859375 3831.4208984375
1460.755859375 3817.17553710938
1461.787109375 3853.19360351563
1462.8173828125 3788.66528320313
1463.84765625 3809.60473632813
1464.8779296875 3855.70434570313
1465.9072265625 3806.2275390625
1466.9365234375 3751.69653320313
1467.9658203125 3780.19506835938
1468.9951171875 3791.08447265625
1470.0244140625 3741.54956054688
1471.052734375 3639.10595703125
1472.0810546875 3743.17236328125
1473.109375 3620.5283203125
1474.1376953125 3654.07373046875
1475.1650390625 3707.79833984375
1476.1923828125 3769.10913085938
1477.2197265625 3764.88256835938
1478.2470703125 3715.25341796875
1479.2734375 3625.23779296875
1480.30078125 3608.35961914063
1481.3271484375 3702.5244140625
1482.353515625 3693.22827148438
1483.37890625 3646.05322265625
1484.4052734375 3697.35278320313
1485.4306640625 3690.57470703125
1486.4560546875 3686.31982421875
1487.48046875 3659.31860351563
1488.505859375 3548.89135742188
1489.5302734375 3668.486328125
1490.5546875 3669.27954101563
1491.5791015625 3609.36865234375
1492.6025390625 3632.91796875
1493.626953125 3709.61596679688
1494.650390625 3573.74462890625
1495.673828125 3627.67895507813
1496.6962890625 3600.60986328125
1497.7197265625 3411.44091796875
1498.7421875 3586.96630859375
1499.7646484375 3673.88720703125
1500.787109375 3649.33764648438
1501.80859375 3771.79638671875
1502.8310546875 3612.88305664063
1503.8525390625 3537.58569335938
1504.873046875 3644.8798828125
1505.89453125 3607.611328125
1506.9150390625 3699.7412109375
1507.9365234375 3680.234375
1508.95703125 3582.02099609375
1509.9765625 3608.18530273438
1510.9970703125 3537.8505859375
1512.0166015625 3609.7412109375
1513.0361328125 3557.16186523438
1514.0556640625 3433.40087890625
1515.0751953125 3551.0693359375
1516.09375 3602.68383789063
1517.1123046875 3524.62622070313
1518.130859375 3540.64697265625
1519.1494140625 3549.04174804688
1520.1669921875 3450.56420898438
1521.1845703125 3514.93725585938
1522.2021484375 3576.79223632813
1523.2197265625 3470.6171875
1524.2373046875 3517.20776367188
1525.25390625 3548.53344726563
1526.2705078125 3554.39282226563
1527.287109375 3570.44848632813
1528.3037109375 3568.66748046875
1529.3193359375 3475.10009765625
1530.3349609375 3498.798828125
1531.3505859375 3453.638671875
1532.3662109375 3444.17626953125
1533.3818359375 3391.3291015625
1534.396484375 3460.97119140625
1535.4111328125 3505.1142578125
1536.42578125 3505.86743164063
1537.4404296875 3514.28271484375
1538.4541015625 3530.36499023438
1539.4677734375 3508.12768554688
1540.4814453125 3549.771484375
1541.4951171875 3473.84838867188
1542.5087890625 3492.49145507813
1543.521484375 3436.9814453125
1544.5341796875 3557.93725585938
1545.546875 3382.17309570313
1546.5595703125 3475.0205078125
1547.5712890625 3457.85009765625
1548.5830078125 3417.6318359375
1549.5947265625 3487.50073242188
1550.6064453125 3480.56567382813
1551.6181640625 3478.75073242188
1552.62890625 3561.48803710938
1553.6396484375 3485.36889648438
1554.650390625 3506.623046875
1555.6611328125 3535.57763671875
1556.6708984375 3415.80810546875
1557.6806640625 3475.53466796875
1558.6904296875 3445.49365234375
1559.7001953125 3489.85546875
1560.7099609375 3395.638671875
1561.71875 3493.9189453125
1562.7275390625 3356.0107421875
1563.736328125 3436.34619140625
1564.7451171875 3485.89013671875
1565.7529296875 3450.66577148438
1566.7607421875 3412.85620117188
1567.7685546875 3295.345703125
1568.7763671875 3355.18505859375
1569.7841796875 3399.62036132813
1570.791015625 3359.1943359375
1571.7978515625 3467.96606445313
1572.8046875 3365.77954101563
1573.8115234375 3482.3203125
1574.8173828125 3351.77490234375
1575.8232421875 3388.54077148438
1576.8291015625 3358.36108398438
1577.8349609375 3328.16796875
1578.8408203125 3297.9619140625
1579.845703125 3497.10302734375
1580.8505859375 3350.92626953125
1581.85546875 3426.41064453125
1582.8603515625 3303.3642578125
1583.8642578125 3324.70532226563
1584.869140625 3464.72802734375
1585.873046875 3380.31591796875
1586.8759765625 3290.70581054688
1587.8798828125 3275.92065429688
1588.8828125 3343.75463867188
1589.8857421875 3390.95654296875
1590.888671875 3296.10473632813
1591.8916015625 3425.99487304688
1592.89453125 3253.58203125
1593.896484375 3259.447265625
1594.8984375 3322.19262695313
1595.900390625 3297.04370117188
1596.9013671875 3385.6884765625
1597.9033203125 3383.82495117188
1598.904296875 3317.27124023438
1599.9052734375 3297.27514648438
1600.90625 3334.22119140625
1601.90625 3358.23681640625
1602.90625 3369.3134765625
1603.9072265625 3354.49145507813
1604.90625 3412.20776367188
1605.90625 3278.18139648438
1606.90625 3271.10571289063
1607.9052734375 3357.35888671875
1608.904296875 3241.38598632813
1609.90234375 3260.23388671875
1610.9013671875 3343.9453125
1611.8994140625 3375.79663085938
1612.8974609375 3293.46728515625
1613.8955078125 3301.95825195313
1614.8935546875 3300.06689453125
1615.8916015625 3246.23486328125
1616.888671875 3350.82958984375
1617.8857421875 3328.16235351563
1618.8828125 3271.70263671875
1619.87890625 3277.599609375
1620.8759765625 3179.50830078125
1621.8720703125 3187.98803710938
1622.8681640625 3180.86596679688
1623.86328125 3259.587890625
1624.859375 3353.955078125
1625.8544921875 3232.35180664063
1626.849609375 3292.91284179688
1627.8447265625 3397.76171875
1628.83984375 3260.46411132813
1629.833984375 3250.74096679688
1630.828125 3212.35498046875
1631.822265625 3205.22290039063
1632.81640625 3265.85498046875
1633.810546875 3290.0146484375
1634.8037109375 3316.79223632813
1635.796875 3265.33813476563
1636.7900390625 3239.94848632813
1637.783203125 3279.77807617188
1638.775390625 3241.33154296875
1639.767578125 3286.39868164063
1640.759765625 3318.4306640625
1641.751953125 3154.6181640625
1642.744140625 3270.21899414063
1643.7353515625 3302.267578125
1644.7265625 3287.29345703125
1645.7177734375 3162.53881835938
1646.708984375 3236.412109375
1647.69921875 3203.1103515625
1648.6904296875 3156.7177734375
1649.6806640625 3126.00048828125
1650.6708984375 3257.49047851563
1651.66015625 3258.185546875
1652.650390625 3319.0849609375
1653.6396484375 3243.86743164063
1654.62890625 3234.0849609375
1655.6181640625 3203.34399414063
1656.6064453125 3264.283203125
1657.595703125 3209.95190429688
1658.583984375 3218.49975585938
1659.572265625 3182.48559570313
1660.5595703125 3243.47192382813
1661.5478515625 3254.65454101563
1662.53515625 3197.63940429688
1663.5224609375 3106.49145507813
1664.509765625 3238.36865234375
1665.4970703125 3220.68579101563
1666.4833984375 3218.74780273438
1667.4697265625 3080.25854492188
1668.4560546875 3167.59130859375
1669.4423828125 3194.5380859375
1670.4287109375 3048.07177734375
1671.4140625 3216.927734375
1672.3994140625 3075.66064453125
1673.384765625 3223.55981445313
1674.3701171875 3119.05224609375
1675.3544921875 3188.10961914063
1676.3388671875 3151.9560546875
1677.3232421875 3081.57641601563
1678.3076171875 3166.46264648438
1679.2919921875 3148.70971679688
1680.275390625 3059.85107421875
1681.2587890625 3028.8984375
1682.2421875 3105.9423828125
1683.2255859375 3001.20776367188
1684.208984375 3075.64282226563
1685.19140625 3073.66357421875
1686.173828125 3063.7734375
1687.15625 3080.2509765625
1688.138671875 3051.89331054688
