#Wave		#Intensity
2188.298828	1175.830444	1413.000854	1055.575073	1235.95813	1154.117676	1124.053833	1189.192261	1331.1604
2186.748047	1232.617798	1389.617798	1150.777344	1276.043335	1167.47937	1190.862427	1172.490112	1397.968872
2185.197266	1257.368408	1352.547607	1115.434326	1198.924927	1157.179688	1130.462646	1203.934326	1365.906128
2183.645508	1238.702271	1390.61853	1056.736572	1232.024536	1118.504761	1120.174072	1203.644653	1327.180908
2182.09375	1261.770142	1330.199463	1046.46814	1210.030884	1151.615601	1074.841187	1193.34082	1265.108154
2180.541992	1198.059204	1379.937378	1077.919556	1241.442993	1126.309204	1168.024292	1153.006836	1341.559326
2178.989258	1192.765991	1327.890625	1097.678345	1231.134766	1147.724487	1092.673828	1166.074829	1347.909058
2177.436523	1189.143066	1374.269043	1052.383301	1200.817627	1097.41394	1104.085083	1197.482056	1322.567261
2175.882813	1222.204468	1370.603027	1058.799194	1247.215454	1173.849854	1083.810181	1150.506226	1335.587646
2174.329102	1175.233765	1313.594727	1050.208984	1226.910767	1148.56189	1158.563843	1175.233765	1308.593628
2172.775391	1213.282104	1299.945068	1019.95697	1201.615967	1141.61853	1119.952759	1148.284912	1299.945068
2171.220703	1158.005005	1349.61731	1041.37146	1211.323242	1184.664185	1106.353027	1201.32605	1254.644287
2169.666016	1169.386108	1347.625854	1067.772827	1239.349365	1164.388794	1129.407104	1114.415039	1279.328369
2168.110352	1214.069458	1393.931519	1107.484497	1255.704224	1140.792236	1089.165161	1149.119263	1290.677368
2166.554688	1153.836792	1315.340576	1098.89209	1208.781372	1160.496704	1143.846802	1127.196899	1262.060913
2164.999023	1226.799805	1293.383301	1048.689209	1200.166504	1136.912231	1105.285034	1161.880981	1248.439453
2163.442383	1183.234741	1288.078247	1091.70459	1248.137939	1149.95105	1129.980835	1148.286865	1303.055908
2161.885742	1141.354248	1375.94751	1016.570618	1224.543335	1124.716431	1099.759766	1124.716431	1256.155151
2160.329102	1192.643188	1358.981079	1114.464355	1220.920654	1159.37561	1116.127686	1204.286743	1252.52478
2158.771484	1174.062012	1340.359741	1075.946411	1212.310547	1105.880005	1114.194824	1195.680786	1317.078125
2157.213867	1118.913086	1350.011108	1082.336426	1235.293335	1138.864014	1148.839478	1143.851685	1250.256592
2155.655273	1180.142822	1339.711426	1088.723267	1254.940552	1108.669434	1118.642456	1153.548096	1253.278442
2154.09668	1194.813232	1379.269775	1080.151001	1243.004517	1118.371704	1106.73938	1131.665894	1312.79895
2152.538086	1197.84668	1337.401611	1091.519165	1211.137695	1031.709839	1138.037476	1109.794189	1292.544678
2150.978516	1157.693481	1295.553711	1026.477173	1219.149292	1112.847412	1071.323242	1157.693481	1317.14624
2149.418945	1135.825806	1353.359619	1044.494751	1220.514526	1132.504639	1059.439819	1147.449707	1271.992065
2147.859375	1105.667725	1359.672485	1035.940918	1177.054688	1135.550659	1069.144165	1125.5896	1334.77002
2146.298828	1148.553589	1322.828247	1057.266724	1136.935181	1113.698608	1088.802246	1175.109741	1317.848999
2144.737305	1224.605591	1272.726929	1005.570435	1164.868652	1110.109863	1073.604004	1135.000244	1264.430176
2143.176758	1152.973633	1366.97876	995.372864	1240.898193	1121.453491	1056.75415	1161.268311	1272.418335
2141.615234	1180.889404	1373.281372	1031.619629	1197.474854	1092.986084	1044.888062	1147.718262	1341.768921
2140.052734	1173.970215	1336.468994	1049.609009	1182.260986	1114.276855	1094.379028	1129.200195	1270.142944
2138.490234	1147.161377	1307.963013	1051.012085	1241.653076	1087.482544	1055.985352	1080.851563	1268.177002
2136.927734	1171.743164	1327.533569	1014.295349	1146.882935	1092.190552	1062.358398	1118.70813	1234.72229
2135.364258	1131.692017	1265.904419	1010.735168	1148.261475	1118.436523	1125.064209	1131.692017	1255.962769
2133.800781	1169.517578	1287.131958	1051.903198	1176.143799	1096.629883	1106.569092	1124.791016	1255.657715
2132.237305	1131.142334	1295.099976	1083.114258	1174.201904	1117.893188	1136.110718	1139.422974	1222.229858
2130.672852	1150.736328	1279.883667	1000.064331	1223.588623	1096.097046	1013.310242	1145.769043	1255.047607
